id_cliente,edad,nivel_ingreso,visitas_mes,compras_mes,gasto_publicidad_dirigida,satisfaccion,miembro_premium,abandono,tipo_dispositivo,region,ingreso_anual
CL-108789,29.0,30920.62,6,1,11.84,3.6,0,1,móvil,sur,29.46
CL-108790,18.0,19463.63,12,3,25.91,2.8,0,0,móvil,norte,77.63
CL-108791,33.0,30655.54,10,4,24.62,3.5,0,0,móvil,este,128.86
CL-108792,39.0,19771.87,10,1,24.25,4.1,0,0,móvil,sur,37.23
CL-108793,35.0,21242.19,3,0,0.0,2.1,0,0,móvil,norte,0.0
CL-108794,24.0,25975.16,8,2,31.41,3.3,0,0,móvil,este,56.56
CL-108795,18.0,34450.97,10,0,1.51,2.7,0,0,móvil,sur,0.0
CL-108796,32.0,35518.48,11,2,15.49,3.6,0,0,móvil,norte,48.08
CL-108797,49.0,35790.45,12,0,42.42,4.0,0,1,móvil,este,0.0
CL-108798,53.0,14119.16,8,1,20.8,3.5,0,0,escritorio,norte,25.28
CL-108799,52.0,29933.35,8,2,16.7,3.2,0,1,móvil,oeste,62.72
CL-108800,28.0,28032.18,6,0,17.47,3.1,0,0,móvil,norte,0.0
CL-108801,24.0,14678.18,7,2,20.89,3.1,0,0,móvil,este,45.54
CL-108802,44.0,30159.84,14,0,40.08,4.0,0,0,móvil,este,0.0
CL-108803,46.0,27495.73,12,0,5.22,4.0,1,0,móvil,sur,0.0
CL-108804,43.0,35115.26,12,3,17.87,4.8,0,0,móvil,este,89.14
CL-108805,18.0,30812.47,4,0,6.49,3.9,0,0,escritorio,norte,0.0
CL-108806,28.0,24506.79,7,1,0.0,4.3,0,0,escritorio,sur,29.69
CL-108807,38.0,39257.62,8,0,17.95,2.8,0,1,móvil,norte,0.0
CL-108808,44.0,8000.0,7,0,11.45,3.4,0,0,tablet,norte,0.0
CL-108809,47.0,29357.35,9,1,36.8,2.8,0,0,móvil,sur,30.2
CL-108810,40.0,12367.49,11,0,12.76,3.4,0,0,escritorio,norte,0.0
CL-108811,42.0,20878.07,7,1,5.4,3.2,0,0,móvil,norte,34.87
CL-108812,39.0,35248.14,9,3,9.69,3.8,0,0,móvil,este,86.66
CL-108813,46.0,17258.03,17,3,34.02,3.6,0,1,móvil,sur,84.1
CL-108814,42.0,15762.82,7,2,27.56,4.0,0,1,escritorio,sur,61.63
CL-108815,39.0,53819.45,14,1,28.72,4.4,0,0,móvil,este,32.78
CL-108816,35.0,16407.11,9,1,29.29,3.8,0,0,móvil,sur,33.42
CL-108817,39.0,46505.21,6,1,17.7,3.5,0,0,móvil,oeste,37.19
CL-108818,44.0,28277.98,14,3,31.88,3.7,0,0,tablet,norte,92.98
CL-108819,41.0,24751.71,13,1,42.21,4.9,1,0,móvil,este,36.43
CL-108820,43.0,35667.86,10,2,27.19,3.0,0,1,móvil,norte,56.0
CL-108821,54.0,43365.94,13,1,18.47,3.6,0,1,móvil,norte,32.19
CL-108822,41.0,18539.32,8,0,19.7,2.9,0,0,móvil,norte,0.0
CL-108823,30.0,24897.5,9,1,22.87,3.4,0,0,móvil,norte,36.38
CL-108824,49.0,38468.7,5,1,8.68,4.0,1,0,escritorio,sur,42.1
CL-108825,22.0,32879.94,9,0,12.04,3.9,0,0,móvil,este,0.0
CL-108826,25.0,41019.18,8,0,24.63,3.7,0,0,escritorio,norte,0.0
CL-108827,42.0,35151.12,7,0,7.84,2.6,0,0,móvil,oeste,0.0
CL-108828,44.0,48082.24,9,0,5.89,4.2,0,1,móvil,oeste,0.0
CL-108829,23.0,31785.89,15,1,19.19,4.5,1,0,tablet,este,31.31
CL-108830,33.0,32218.11,11,3,20.98,2.5,0,0,móvil,oeste,69.57
CL-108831,31.0,33217.21,6,1,7.07,4.0,1,0,tablet,oeste,35.56
CL-108832,32.0,28575.11,9,1,2.54,2.8,1,0,escritorio,sur,32.11
CL-108833,49.0,38480.87,6,0,9.25,4.3,0,0,tablet,sur,0.0
CL-108834,46.0,32370.41,9,3,25.61,4.2,0,0,escritorio,oeste,101.97
CL-108835,38.0,37881.8,7,2,5.11,4.6,0,0,tablet,este,74.01
CL-108836,31.0,39445.0,11,1,32.95,3.2,0,0,escritorio,norte,30.09
CL-108837,22.0,34284.55,8,0,11.99,3.2,0,1,móvil,este,0.0
CL-108838,55.0,35017.16,10,2,12.85,4.9,0,0,escritorio,norte,62.82
CL-108839,45.0,19896.7,18,3,29.69,3.5,0,0,móvil,norte,96.0
CL-108840,30.0,24496.46,9,1,20.34,3.3,0,0,móvil,sur,27.89
CL-108841,47.0,38433.83,11,2,27.91,3.1,1,0,móvil,sur,62.21
CL-108842,37.0,44236.31,15,0,45.17,2.6,0,0,escritorio,este,0.0
CL-108843,35.0,10595.7,6,2,17.36,3.3,0,0,móvil,sur,51.49
CL-108844,43.0,24321.37,11,4,21.78,4.2,0,0,escritorio,norte,142.31
CL-108845,29.0,30236.21,9,1,30.72,2.6,0,0,móvil,este,23.84
CL-108846,34.0,21207.26,7,2,19.22,3.5,0,0,móvil,norte,66.86
CL-108847,39.0,21774.8,11,2,0.51,3.6,0,0,tablet,oeste,65.71
CL-108848,32.0,34749.2,15,4,9.65,2.7,0,0,escritorio,oeste,114.81
CL-108849,46.0,45813.76,9,3,9.98,2.6,0,0,escritorio,norte,85.43
CL-108850,60.0,9681.76,7,0,4.77,3.5,1,0,móvil,este,0.0
CL-108851,29.0,28295.24,11,1,11.42,4.3,0,0,móvil,este,29.1
CL-108852,18.0,34632.8,7,0,29.46,2.9,1,0,móvil,este,0.0
CL-108853,18.0,37802.14,10,0,28.06,3.2,0,0,escritorio,sur,0.0
CL-108854,36.0,33191.27,7,0,0.0,3.6,0,0,móvil,norte,0.0
CL-108855,30.0,47614.03,12,1,34.72,4.7,0,0,tablet,sur,39.44
CL-108856,40.0,30289.07,7,0,19.6,4.1,0,0,tablet,oeste,0.0
CL-108857,40.0,43119.93,6,0,33.39,4.7,0,0,móvil,oeste,0.0
CL-108858,19.0,23536.32,12,0,27.31,4.2,0,0,móvil,oeste,0.0
CL-108859,18.0,30579.83,6,0,0.0,4.3,0,0,móvil,oeste,0.0
CL-108860,42.0,17872.85,5,0,0.0,2.5,0,0,móvil,oeste,0.0
CL-108861,40.0,39008.64,12,3,33.5,1.8,0,0,móvil,norte,80.73
CL-108862,33.0,28795.57,9,3,4.87,4.2,0,0,móvil,sur,106.29
CL-108863,18.0,33578.21,6,0,22.95,3.9,0,0,móvil,norte,0.0
CL-108864,44.0,26866.31,18,3,28.15,2.1,1,0,tablet,este,90.3
CL-108865,53.0,35864.29,10,2,26.67,3.0,0,0,tablet,sur,55.14
CL-108866,41.0,33974.34,9,1,3.92,3.3,0,0,móvil,oeste,29.43
CL-108867,28.0,20053.49,6,1,12.83,4.1,0,0,móvil,oeste,31.52
CL-108868,39.0,20632.33,10,3,27.07,3.7,0,0,móvil,norte,69.0
CL-108869,22.0,29722.31,13,0,34.54,4.2,0,0,móvil,norte,0.0
CL-108870,51.0,36595.74,11,0,27.61,2.7,0,0,escritorio,este,0.0
CL-108871,39.0,48628.96,7,1,3.58,2.4,0,1,móvil,este,35.2
CL-108872,18.0,33029.91,11,1,18.09,2.2,0,0,escritorio,sur,19.24
CL-108873,34.0,40075.31,13,1,23.01,3.9,0,0,móvil,norte,24.08
CL-108874,44.0,13871.49,13,3,28.79,3.5,0,0,escritorio,norte,91.41
CL-108875,34.0,50129.56,7,2,36.6,3.7,0,0,escritorio,norte,66.2
CL-108876,35.0,36056.86,11,1,40.19,3.7,0,0,móvil,oeste,31.46
CL-108877,23.0,29503.95,11,2,28.08,2.2,0,0,escritorio,sur,46.84
CL-108878,45.0,28353.04,8,2,25.23,3.5,1,1,escritorio,este,60.22
CL-108879,30.0,18928.0,7,0,11.21,4.3,1,0,móvil,oeste,0.0
CL-108880,18.0,21787.13,7,0,20.31,4.4,0,0,móvil,sur,0.0
CL-108881,34.0,49104.36,13,3,34.82,3.1,0,1,móvil,oeste,104.36
CL-108882,50.0,20109.96,14,0,23.27,3.2,0,0,móvil,sur,0.0
CL-108883,33.0,19917.32,20,2,31.71,3.9,0,0,móvil,sur,72.77
CL-108884,59.0,22977.8,12,0,19.68,3.6,0,0,móvil,norte,0.0
CL-108885,43.0,18018.19,12,3,10.73,2.7,0,1,móvil,sur,92.36
CL-108886,42.0,30153.07,8,0,5.33,3.3,0,0,móvil,sur,0.0
CL-108887,36.0,40889.11,8,0,15.29,4.1,0,0,móvil,oeste,0.0
CL-108888,37.0,23895.08,10,2,0.0,2.9,0,0,escritorio,este,56.17
CL-108889,35.0,16266.76,7,0,3.99,4.9,0,0,móvil,oeste,0.0
CL-108890,34.0,32918.61,10,0,23.67,3.6,1,0,escritorio,sur,0.0
CL-108891,44.0,29442.26,8,0,13.6,3.3,0,0,móvil,norte,0.0
CL-108892,27.0,40027.25,12,2,6.92,4.3,1,0,móvil,norte,83.2
CL-108893,25.0,25454.92,9,0,7.71,3.8,0,0,móvil,oeste,0.0
CL-108894,25.0,27398.43,13,1,37.08,4.1,1,0,móvil,sur,30.19
CL-108895,63.0,28504.7,13,3,40.66,2.5,0,0,escritorio,norte,86.97
CL-108896,44.0,30890.04,7,0,5.45,3.7,0,0,móvil,sur,0.0
CL-108897,42.0,26074.38,9,2,19.0,4.1,0,0,móvil,este,57.33
CL-108898,25.0,24453.56,11,2,25.77,3.7,1,0,móvil,sur,83.41
CL-108899,45.0,11496.22,9,2,16.38,4.2,0,0,móvil,norte,79.48
CL-108900,37.0,24346.13,13,1,33.28,4.7,0,0,móvil,oeste,24.41
CL-108901,41.0,37152.23,16,2,21.97,4.1,0,1,móvil,norte,60.33
CL-108902,26.0,38502.46,6,1,16.21,3.6,0,0,móvil,norte,27.37
CL-108903,40.0,25288.87,10,0,21.11,4.8,0,1,móvil,sur,0.0
CL-108904,33.0,42994.86,10,2,22.21,4.5,0,0,móvil,norte,70.34
CL-108905,29.0,29712.96,7,0,0.0,4.3,0,1,escritorio,sur,0.0
CL-108906,47.0,16621.54,14,1,25.24,3.3,0,0,escritorio,oeste,20.89
CL-108907,20.0,13476.16,10,2,20.39,3.0,0,1,móvil,norte,58.5
CL-108908,45.0,42182.58,7,1,11.19,3.4,0,0,escritorio,oeste,24.45
CL-108909,46.0,26269.96,11,2,21.34,3.9,0,0,tablet,sur,66.38
CL-108910,27.0,17859.35,17,1,21.0,3.3,0,0,móvil,este,25.82
CL-108911,28.0,8000.0,13,2,33.01,3.7,1,0,móvil,sur,63.5
CL-108912,35.0,26042.84,7,0,17.85,3.8,0,0,móvil,oeste,0.0
CL-108913,41.0,34047.51,6,2,10.92,4.4,0,0,escritorio,sur,54.82
CL-108914,36.0,23023.09,14,1,31.5,4.8,0,0,móvil,norte,39.44
CL-108915,43.0,19467.55,9,2,14.73,3.6,0,0,móvil,sur,52.8
CL-108916,59.0,24506.24,8,2,11.76,3.1,0,1,escritorio,oeste,64.04
CL-108917,32.0,42431.92,6,0,22.16,4.2,0,0,móvil,este,0.0
CL-108918,18.0,16070.18,15,0,35.53,3.1,0,0,móvil,este,0.0
CL-108919,48.0,23582.99,8,2,14.5,2.8,0,0,tablet,oeste,38.46
CL-108920,58.0,42107.58,7,1,19.37,4.5,0,0,móvil,este,33.04
CL-108921,43.0,34941.76,15,1,24.51,3.2,0,0,escritorio,norte,30.68
CL-108922,25.0,31791.28,9,2,20.55,4.5,0,0,móvil,norte,58.37
CL-108923,37.0,23515.54,20,4,37.51,2.8,0,0,tablet,sur,120.13
CL-108924,25.0,30305.05,9,1,18.21,4.2,0,0,escritorio,norte,33.18
CL-108925,46.0,24621.71,9,3,14.53,4.9,0,0,móvil,este,77.16
CL-108926,22.0,21406.14,9,1,16.42,2.7,0,1,escritorio,sur,23.3
CL-108927,34.0,19199.43,5,0,16.48,4.0,0,0,móvil,sur,0.0
CL-108928,26.0,37840.96,17,0,36.09,3.3,0,0,móvil,oeste,0.0
CL-108929,40.0,29395.94,7,2,19.45,3.0,0,0,móvil,norte,66.48
CL-108930,34.0,33145.14,9,0,11.38,5.0,0,0,móvil,sur,0.0
CL-108931,40.0,31516.73,15,1,23.13,2.8,0,0,móvil,oeste,27.24
CL-108932,38.0,34409.19,8,1,15.21,4.0,0,0,móvil,norte,35.63
CL-108933,26.0,27452.81,12,0,26.89,3.0,1,0,móvil,sur,0.0
CL-108934,46.0,25183.43,16,2,33.26,3.7,1,0,móvil,sur,66.27
CL-108935,37.0,21847.2,16,1,36.58,3.7,0,0,móvil,oeste,30.97
CL-108936,26.0,15860.31,12,0,30.5,4.0,1,0,móvil,norte,0.0
CL-108937,65.0,18779.67,10,1,35.34,3.6,0,0,escritorio,oeste,28.36
CL-108938,44.0,26345.82,5,1,13.29,3.6,0,0,móvil,oeste,32.72
CL-108939,36.0,13969.61,8,1,5.45,3.8,0,0,tablet,sur,20.33
CL-108940,55.0,16177.14,11,2,21.58,3.9,1,0,tablet,sur,72.84
CL-108941,60.0,40421.4,3,0,0.0,4.3,0,0,móvil,norte,0.0
CL-108942,36.0,32241.79,12,1,19.94,3.3,1,0,móvil,este,41.68
CL-108943,42.0,25481.63,12,1,29.78,2.7,0,0,móvil,este,27.38
CL-108944,26.0,52715.74,7,0,20.6,3.1,0,0,móvil,sur,0.0
CL-108945,36.0,13517.5,17,3,13.74,3.9,1,0,móvil,oeste,130.29
CL-108946,36.0,39756.11,3,1,3.26,2.8,0,0,móvil,oeste,27.23
CL-108947,40.0,28885.34,12,0,21.83,2.8,0,0,móvil,oeste,0.0
CL-108948,42.0,37850.47,8,0,11.54,2.9,0,0,móvil,sur,0.0
CL-108949,45.0,31089.54,19,4,36.98,3.1,0,0,móvil,norte,119.19
CL-108950,41.0,11277.55,11,3,9.76,3.0,0,0,móvil,este,82.31
CL-108951,23.0,30954.6,14,3,27.69,3.6,1,0,escritorio,norte,143.41
CL-108952,27.0,33355.56,13,2,16.47,3.5,0,0,tablet,sur,54.38
CL-108953,31.0,8080.15,9,2,15.4,4.0,1,1,escritorio,oeste,68.7
CL-108954,35.0,49440.48,14,2,25.07,3.1,0,1,móvil,este,50.49
CL-108955,51.0,33112.08,10,2,1.45,4.1,0,0,escritorio,este,63.1
CL-108956,24.0,36719.88,8,2,0.0,2.9,0,0,móvil,oeste,63.93
CL-108957,34.0,18344.71,10,1,34.47,5.0,1,0,escritorio,sur,49.57
CL-108958,49.0,36906.18,7,1,0.0,2.6,0,1,móvil,oeste,26.61
CL-108959,34.0,40895.04,7,0,24.19,3.6,0,0,móvil,norte,0.0
CL-108960,44.0,32535.68,12,0,35.0,3.9,0,0,escritorio,norte,0.0
CL-108961,36.0,29906.28,12,2,13.59,4.1,0,0,móvil,este,70.35
CL-108962,41.0,21064.12,13,2,42.32,2.4,0,0,móvil,sur,43.51
CL-108963,35.0,27837.93,10,1,16.13,2.8,1,0,móvil,oeste,33.9
CL-108964,46.0,24879.7,10,1,16.89,3.5,1,0,escritorio,este,39.84
CL-108965,19.0,35719.96,8,3,22.42,3.2,0,0,móvil,norte,66.11
CL-108966,34.0,21501.24,13,3,30.81,4.0,1,0,móvil,sur,128.22
CL-108967,42.0,35646.51,11,1,32.04,3.3,0,0,móvil,sur,24.13
CL-108968,44.0,21610.14,10,1,29.65,4.1,0,0,escritorio,norte,27.06
CL-108969,56.0,27376.47,11,2,32.98,2.4,0,1,tablet,este,52.81
CL-108970,33.0,36160.44,13,2,33.06,4.4,0,1,móvil,oeste,81.84
CL-108971,56.0,22962.03,8,2,18.32,4.7,1,0,móvil,oeste,105.16
CL-108972,30.0,36505.36,12,0,14.88,4.5,0,1,escritorio,oeste,0.0
CL-108973,54.0,35529.94,8,1,10.43,4.0,0,0,móvil,este,29.75
CL-108974,48.0,27290.49,7,0,28.0,2.8,0,0,tablet,norte,0.0
CL-108975,27.0,41617.83,7,1,4.92,3.5,0,0,móvil,sur,28.03
CL-108976,42.0,30777.84,14,1,21.89,3.4,1,0,móvil,oeste,39.78
CL-108977,37.0,41022.77,9,2,25.52,3.6,0,1,tablet,norte,52.64
CL-108978,46.0,47934.65,6,1,3.66,3.3,1,0,escritorio,oeste,42.46
CL-108979,35.0,27586.99,11,3,20.21,3.8,1,0,tablet,norte,92.07
CL-108980,34.0,36449.55,15,4,19.51,3.0,1,0,móvil,oeste,108.37
CL-108981,54.0,23624.32,11,3,25.46,2.7,0,0,tablet,este,94.72
CL-108982,37.0,19671.86,9,0,15.65,3.9,0,0,escritorio,oeste,0.0
CL-108983,48.0,28045.4,8,1,18.87,4.0,0,0,escritorio,este,29.66
CL-108984,35.0,16374.0,12,1,21.84,2.8,0,0,móvil,norte,24.47
CL-108985,58.0,20623.92,11,2,19.53,3.7,0,0,escritorio,oeste,66.29
CL-108986,30.0,35914.33,10,0,19.97,4.4,0,0,móvil,sur,0.0
CL-108987,31.0,24863.51,11,3,16.44,3.6,0,0,móvil,sur,104.28
CL-108988,56.0,37105.14,5,0,7.03,4.1,0,1,móvil,este,0.0
CL-108989,33.0,32994.12,6,1,13.14,2.4,0,0,móvil,oeste,17.35
CL-108990,57.0,48511.54,8,3,7.45,3.4,0,0,móvil,sur,102.6
CL-108991,49.0,35243.37,8,2,21.24,3.4,0,0,escritorio,oeste,63.63
CL-108992,36.0,41142.18,9,1,8.53,4.0,0,0,móvil,este,27.4
CL-108993,18.0,34018.85,9,1,13.43,3.7,0,1,móvil,sur,31.24
CL-108994,38.0,33113.94,10,2,24.9,4.2,0,1,móvil,oeste,63.56
CL-108995,39.0,41647.33,12,2,24.81,2.8,0,0,móvil,este,49.99
CL-108996,52.0,36687.97,6,1,7.08,3.1,0,1,escritorio,oeste,25.34
CL-108997,57.0,32100.64,5,0,4.4,4.2,0,0,móvil,sur,0.0
CL-108998,30.0,32056.55,5,0,0.0,4.1,0,0,móvil,este,0.0
CL-108999,48.0,35382.29,12,1,35.32,3.2,0,0,móvil,este,28.14
CL-109000,47.0,23286.26,12,1,27.03,3.5,0,0,móvil,sur,26.68
CL-109001,51.0,22862.01,8,0,1.71,3.2,0,0,móvil,este,0.0
CL-109002,44.0,44254.06,5,1,9.68,2.4,0,0,escritorio,este,26.03
CL-109003,18.0,48644.14,12,1,15.11,3.7,0,1,móvil,norte,22.52
CL-109004,36.0,20711.18,8,2,14.37,2.7,0,0,móvil,oeste,34.7
CL-109005,24.0,23310.06,17,4,47.88,3.5,0,0,móvil,oeste,110.98
CL-109006,36.0,41425.23,8,0,18.8,3.1,0,0,móvil,sur,0.0
CL-109007,50.0,35335.2,12,1,33.4,3.4,0,0,tablet,sur,26.93
CL-109008,42.0,36764.28,16,0,52.07,4.9,0,0,escritorio,oeste,0.0
CL-109009,52.0,38966.01,10,1,37.61,2.3,0,0,móvil,norte,22.5
CL-109010,42.0,27592.68,3,0,0.0,5.0,0,0,escritorio,oeste,0.0
CL-109011,22.0,33299.7,10,0,27.28,3.6,1,0,móvil,sur,0.0
CL-109012,18.0,32521.92,10,1,11.83,4.0,0,0,móvil,sur,32.29
CL-109013,40.0,21415.08,11,1,27.11,2.5,0,0,móvil,este,22.43
CL-109014,35.0,33150.91,11,4,38.53,4.4,0,0,móvil,sur,156.31
CL-109015,26.0,42377.11,15,1,15.61,3.6,0,1,móvil,sur,33.58
CL-109016,18.0,26658.67,13,0,27.42,3.2,0,0,escritorio,sur,0.0
CL-109017,29.0,31525.69,10,1,25.3,3.2,0,0,escritorio,sur,31.72
CL-109018,36.0,32067.09,13,1,17.97,2.2,0,0,escritorio,este,25.66
CL-109019,46.0,27153.35,9,1,3.21,2.9,0,1,móvil,este,21.71
CL-109020,40.0,36769.01,20,2,57.1,2.9,1,0,móvil,sur,65.79
CL-109021,57.0,23199.34,6,2,0.0,2.9,1,0,móvil,norte,75.81
CL-109022,26.0,43326.46,8,1,25.27,4.3,0,0,móvil,sur,27.79
CL-109023,49.0,36262.06,12,1,21.75,3.8,0,0,móvil,norte,35.22
CL-109024,39.0,20632.31,11,2,27.94,4.6,0,0,móvil,sur,77.02
CL-109025,46.0,46980.1,10,1,13.18,2.5,0,0,móvil,sur,32.77
CL-109026,33.0,31681.01,15,0,25.7,3.0,0,0,escritorio,norte,0.0
CL-109027,51.0,22770.52,13,6,36.67,3.8,0,0,móvil,norte,159.28
CL-109028,42.0,41045.55,8,0,16.61,3.1,0,0,móvil,este,0.0
CL-109029,30.0,34946.72,14,2,43.46,3.2,0,0,móvil,norte,54.43
CL-109030,38.0,12280.4,11,2,14.33,3.8,0,0,móvil,oeste,60.79
CL-109031,35.0,24743.4,6,0,12.56,3.1,0,0,móvil,sur,0.0
CL-109032,44.0,32790.97,10,0,19.3,2.1,0,0,móvil,este,0.0
CL-109033,24.0,8404.33,6,0,20.01,3.1,0,0,escritorio,oeste,0.0
CL-109034,38.0,30850.7,9,1,5.93,4.5,0,1,escritorio,oeste,33.54
CL-109035,43.0,31579.79,9,5,14.66,3.6,1,0,móvil,norte,150.45
CL-109036,38.0,18165.08,7,0,8.92,3.4,1,0,móvil,sur,0.0
CL-109037,54.0,32706.45,16,2,31.21,4.0,0,0,móvil,sur,36.78
CL-109038,47.0,30074.64,12,2,34.06,3.3,0,0,escritorio,norte,73.29
CL-109039,38.0,18087.06,15,2,12.24,1.9,0,0,móvil,norte,54.88
CL-109040,41.0,39195.61,9,1,15.26,2.5,0,0,escritorio,oeste,25.8
CL-109041,42.0,38378.54,11,3,41.44,3.1,0,0,móvil,sur,80.25
CL-109042,43.0,27102.63,7,1,13.98,3.6,0,1,móvil,sur,32.96
CL-109043,18.0,28014.19,14,3,12.51,4.4,0,1,móvil,este,87.18
CL-109044,34.0,37262.64,7,0,31.26,3.2,0,0,tablet,norte,0.0
CL-109045,20.0,27993.37,15,2,34.65,4.4,0,0,móvil,sur,59.32
CL-109046,53.0,10690.92,7,0,23.87,4.3,0,0,móvil,oeste,0.0
CL-109047,37.0,34869.37,9,2,26.51,3.2,1,1,móvil,sur,57.98
CL-109048,36.0,21867.41,5,1,8.48,3.8,0,1,escritorio,oeste,29.25
CL-109049,49.0,26101.57,10,1,1.09,3.9,0,1,móvil,sur,34.39
CL-109050,43.0,44578.71,11,1,29.38,3.9,1,0,móvil,oeste,35.13
CL-109051,24.0,28660.22,13,1,9.36,3.5,0,0,tablet,norte,34.99
CL-109052,37.0,30017.35,18,1,25.11,4.1,0,0,escritorio,oeste,23.21
CL-109053,34.0,35096.67,8,1,17.62,4.6,0,1,móvil,este,38.31
CL-109054,18.0,35053.34,9,0,28.53,5.0,0,0,móvil,norte,0.0
CL-109055,30.0,20808.02,10,1,12.29,3.8,0,0,móvil,norte,29.0
CL-109056,36.0,29397.01,8,2,9.07,3.7,1,0,móvil,norte,73.76
CL-109057,37.0,30361.53,8,1,35.94,3.3,0,0,escritorio,este,31.63
CL-109058,20.0,32720.27,8,1,26.93,3.1,0,0,escritorio,sur,30.49
CL-109059,52.0,32892.22,6,2,14.36,2.5,0,0,escritorio,oeste,74.7
CL-109060,37.0,55874.41,10,0,29.11,2.4,0,0,móvil,sur,0.0
CL-109061,38.0,18241.4,5,1,12.64,4.1,0,0,escritorio,oeste,30.63
CL-109062,43.0,39800.92,10,0,13.08,3.2,0,0,escritorio,oeste,0.0
CL-109063,29.0,41833.76,15,2,18.61,3.2,0,1,tablet,sur,58.4
CL-109064,43.0,34927.84,11,2,16.37,3.7,0,1,móvil,sur,63.18
CL-109065,34.0,23496.85,11,2,16.25,4.3,0,0,tablet,sur,68.96
CL-109066,27.0,46646.68,7,1,32.73,3.3,0,0,escritorio,norte,26.04
CL-109067,45.0,8080.17,13,0,25.83,2.0,1,0,móvil,norte,0.0
CL-109068,56.0,23167.33,8,0,27.85,2.7,0,0,móvil,norte,0.0
CL-109069,47.0,41716.82,5,1,14.18,5.0,0,0,escritorio,este,30.58
CL-109070,49.0,26298.88,8,2,25.94,4.6,0,0,escritorio,oeste,54.08
CL-109071,32.0,45964.65,7,0,0.0,5.0,1,0,móvil,norte,0.0
CL-109072,19.0,14881.95,12,0,43.94,3.6,0,0,móvil,sur,0.0
CL-109073,56.0,18878.98,12,2,26.01,2.9,1,0,móvil,oeste,65.4
CL-109074,63.0,24683.62,11,4,36.72,3.5,0,0,móvil,norte,127.7
CL-109075,57.0,34173.99,8,1,3.57,3.2,0,0,móvil,este,34.53
CL-109076,34.0,27779.8,12,0,42.13,4.8,0,0,escritorio,sur,0.0
CL-109077,24.0,25096.01,5,0,0.0,3.4,0,0,móvil,sur,0.0
CL-109078,25.0,44203.96,8,2,6.41,5.0,0,0,escritorio,norte,66.2
CL-109079,18.0,45134.45,14,2,33.29,4.1,0,0,tablet,oeste,65.2
CL-109080,37.0,25856.2,15,0,37.02,4.6,1,0,móvil,sur,0.0
CL-109081,57.0,12902.32,10,1,22.12,2.5,0,0,escritorio,oeste,23.7
CL-109082,36.0,8425.16,11,2,27.79,5.0,0,0,móvil,norte,60.41
CL-109083,42.0,32392.9,4,0,0.91,3.6,0,0,móvil,este,0.0
CL-109084,55.0,36559.56,12,1,25.01,3.4,0,0,móvil,norte,15.82
CL-109085,33.0,30629.98,8,2,33.24,2.9,0,0,móvil,norte,61.45
CL-109086,62.0,29290.92,16,5,15.2,2.7,0,0,móvil,sur,137.99
CL-109087,62.0,21954.57,13,2,23.45,3.9,0,0,móvil,norte,55.99
CL-109088,36.0,36549.8,5,0,11.77,2.9,0,0,escritorio,oeste,0.0
CL-109089,31.0,46781.85,9,0,5.72,4.5,0,1,escritorio,oeste,0.0
CL-109090,46.0,8000.0,11,1,16.16,3.4,0,0,móvil,sur,30.58
CL-109091,34.0,29224.99,12,0,36.2,3.5,0,0,móvil,oeste,0.0
CL-109092,24.0,20296.52,11,0,18.32,2.9,0,0,móvil,oeste,0.0
CL-109093,53.0,15095.34,12,1,26.87,4.1,0,0,escritorio,norte,21.82
CL-109094,53.0,18700.24,10,2,23.26,3.3,0,0,móvil,sur,54.47
CL-109095,40.0,33796.73,14,2,24.75,3.1,0,0,tablet,sur,62.63
CL-109096,23.0,34049.62,12,1,39.53,2.9,0,1,tablet,este,38.54
CL-109097,23.0,44602.88,8,0,21.09,4.3,0,0,móvil,oeste,0.0
CL-109098,39.0,30087.82,9,1,21.92,3.7,1,0,móvil,sur,31.66
CL-109099,32.0,12417.78,8,0,16.88,3.3,0,0,móvil,este,0.0
CL-109100,34.0,27618.3,14,0,29.32,4.3,1,0,tablet,oeste,0.0
CL-109101,50.0,16136.21,8,1,18.57,3.8,0,0,escritorio,sur,27.78
CL-109102,47.0,17932.04,14,2,5.12,3.7,0,0,escritorio,oeste,58.65
CL-109103,55.0,35805.59,9,2,24.77,3.2,0,0,móvil,sur,62.64
CL-109104,26.0,31941.81,7,1,0.58,4.1,1,0,tablet,sur,44.62
CL-109105,34.0,35875.66,13,1,27.38,4.1,0,0,móvil,sur,38.5
CL-109106,47.0,26425.07,10,1,12.11,3.8,0,0,escritorio,sur,26.92
CL-109107,43.0,37905.3,6,0,8.94,3.7,0,0,escritorio,sur,0.0
CL-109108,56.0,25865.97,13,1,31.95,4.9,0,0,tablet,este,36.63
CL-109109,43.0,41166.83,8,1,11.68,3.0,0,1,móvil,oeste,25.45
CL-109110,60.0,33446.39,8,1,0.0,3.4,0,0,tablet,sur,34.91
CL-109111,44.0,27930.03,14,0,24.77,3.0,0,0,escritorio,este,0.0
CL-109112,51.0,32120.93,8,0,25.2,3.7,0,1,escritorio,sur,0.0
CL-109113,34.0,29821.39,10,0,19.27,2.9,0,0,móvil,oeste,0.0
CL-109114,38.0,45961.07,15,2,24.21,3.4,1,0,móvil,norte,66.14
CL-109115,49.0,32454.38,14,2,17.51,4.2,0,0,móvil,sur,68.83
CL-109116,57.0,29983.87,13,0,4.36,2.9,0,0,escritorio,este,0.0
CL-109117,47.0,27615.09,16,2,32.29,4.2,0,0,móvil,este,74.87
